perfil_rojo,perfil_azul,equipo_inicial,ganador,razon,equipo_toco_asesino,turnos_totales,pistas_forzadas_rojo,pistas_forzadas_azul,seed
v1_puro,v3_da_gemini_lee,azul,rojo,completado,,4,0,0,20134
v1_puro,v3_da_gemini_lee,rojo,rojo,asesino,azul,2,0,0,20135
v1_puro,v3_da_gemini_lee,azul,rojo,completado,,4,0,0,20136
v1_puro,v3_da_gemini_lee,rojo,rojo,completado,,3,0,0,20137
v1_puro,v3_da_gemini_lee,azul,rojo,asesino,azul,3,0,0,20138
v1_puro,v3_da_gemini_lee,rojo,rojo,completado,,5,0,0,20139
v1_puro,v3_da_gemini_lee,azul,rojo,asesino,azul,1,0,0,20140
gemini_da_v1_lee,gemini_puro,rojo,azul,completado,,10,0,0,20141
gemini_da_v1_lee,gemini_puro,azul,azul,asesino,rojo,2,0,0,20142
gemini_da_v1_lee,gemini_puro,rojo,azul,asesino,rojo,11,0,0,20143
gemini_da_v1_lee,gemini_puro,azul,rojo,completado,,8,0,0,20144
gemini_da_v1_lee,gemini_puro,rojo,azul,completado,,10,0,0,20145
gemini_da_v1_lee,gemini_puro,azul,rojo,completado,,10,0,0,20146
gemini_da_v1_lee,gemini_puro,rojo,rojo,asesino,azul,6,0,0,20147
gemini_da_v1_lee,gemini_puro,azul,azul,completado,,7,0,0,20148
gemini_da_v1_lee,gemini_puro,rojo,azul,asesino,rojo,5,0,0,20149
gemini_da_v1_lee,gemini_puro,azul,azul,completado,,9,0,0,20150
gemini_da_v1_lee,v1_puro,rojo,azul,completado,,4,0,0,20151
gemini_da_v1_lee,v1_puro,azul,azul,completado,,5,0,0,20152
gemini_da_v1_lee,v1_puro,rojo,azul,completado,,6,0,0,20153
gemini_da_v1_lee,v1_puro,azul,azul,completado,,4,0,0,20154
gemini_da_v1_lee,v1_puro,rojo,azul,completado,,4,0,0,20155
gemini_da_v1_lee,v1_puro,azul,azul,completado,,5,0,0,20156
gemini_da_v1_lee,v1_puro,rojo,azul,completado,,4,0,0,20157
gemini_da_v1_lee,v1_puro,azul,azul,completado,,7,0,1,20158
gemini_da_v1_lee,v1_puro,rojo,azul,asesino,rojo,5,0,0,20159
gemini_da_v1_lee,v1_puro,azul,azul,completado,,5,0,0,20160
gemini_da_v1_lee,gemini_da_v1_lee,rojo,azul,completado,,9,0,0,20161
gemini_da_v1_lee,gemini_da_v1_lee,azul,azul,completado,,11,0,0,20162
gemini_da_v1_lee,gemini_da_v1_lee,rojo,azul,asesino,rojo,1,0,0,20163
gemini_da_v1_lee,gemini_da_v1_lee,azul,rojo,asesino,azul,11,0,0,20164
gemini_da_v1_lee,gemini_da_v1_lee,rojo,azul,asesino,rojo,11,0,0,20165
gemini_da_v1_lee,gemini_da_v1_lee,azul,rojo,asesino,azul,5,0,0,20166
gemini_da_v1_lee,gemini_da_v1_lee,rojo,rojo,completado,,15,0,0,20167
gemini_da_v1_lee,gemini_da_v1_lee,azul,rojo,completado,,10,0,0,20168
gemini_da_v1_lee,gemini_da_v1_lee,rojo,azul,asesino,rojo,1,0,0,20169
gemini_da_v1_lee,gemini_da_v1_lee,azul,rojo,asesino,azul,5,0,0,20170
gemini_da_v1_lee,v1_da_gemini_lee,rojo,rojo,asesino,azul,8,0,0,20171
gemini_da_v1_lee,v1_da_gemini_lee,azul,rojo,asesino,azul,5,0,0,20172
gemini_da_v1_lee,v1_da_gemini_lee,rojo,rojo,asesino,azul,4,0,0,20173
gemini_da_v1_lee,v1_da_gemini_lee,azul,azul,asesino,rojo,12,0,0,20174
gemini_da_v1_lee,v1_da_gemini_lee,rojo,azul,asesino,rojo,3,0,0,20175
gemini_da_v1_lee,v1_da_gemini_lee,azul,rojo,asesino,azul,5,0,0,20176
gemini_da_v1_lee,v1_da_gemini_lee,rojo,rojo,asesino,azul,6,0,0,20177
gemini_da_v1_lee,v1_da_gemini_lee,azul,azul,completado,,9,0,0,20178
gemini_da_v1_lee,v1_da_gemini_lee,rojo,azul,completado,,12,0,0,20179
gemini_da_v1_lee,v1_da_gemini_lee,azul,azul,asesino,rojo,10,0,0,20180
gemini_da_v1_lee,v3_puro,rojo,azul,completado,,8,0,0,20181
gemini_da_v1_lee,v3_puro,azul,azul,completado,,7,0,0,20182
gemini_da_v1_lee,v3_puro,rojo,azul,completado,,5,0,0,20183
gemini_da_v1_lee,v3_puro,azul,azul,asesino,rojo,6,0,0,20184
gemini_da_v1_lee,v3_puro,rojo,azul,completado,,6,0,0,20185
gemini_da_v1_lee,v3_puro,azul,azul,completado,,6,0,0,20186
gemini_da_v1_lee,v3_puro,rojo,azul,completado,,4,0,0,20187
gemini_da_v1_lee,v3_puro,azul,azul,completado,,5,0,0,20188
gemini_da_v1_lee,v3_puro,rojo,azul,asesino,rojo,5,0,0,20189
gemini_da_v1_lee,v3_puro,azul,azul,asesino,rojo,4,0,0,20190
gemini_da_v1_lee,gemini_da_v3_lee,rojo,rojo,asesino,azul,8,0,0,20191
gemini_da_v1_lee,gemini_da_v3_lee,azul,rojo,completado,,12,0,0,20192
gemini_da_v1_lee,gemini_da_v3_lee,rojo,rojo,asesino,azul,4,0,0,20193
gemini_da_v1_lee,gemini_da_v3_lee,azul,azul,asesino,rojo,14,0,0,20194
gemini_da_v1_lee,gemini_da_v3_lee,rojo,rojo,asesino,azul,6,0,0,20195
gemini_da_v1_lee,gemini_da_v3_lee,azul,rojo,completado,,8,0,0,20196
gemini_da_v1_lee,gemini_da_v3_lee,rojo,azul,asesino,rojo,5,0,0,20197
gemini_da_v1_lee,gemini_da_v3_lee,azul,azul,asesino,rojo,12,0,0,20198
gemini_da_v1_lee,gemini_da_v3_lee,rojo,azul,completado,,10,0,0,20199
gemini_da_v1_lee,gemini_da_v3_lee,azul,rojo,asesino,azul,9,0,0,20200
gemini_da_v1_lee,v3_da_gemini_lee,rojo,azul,completado,,6,0,0,20201
gemini_da_v1_lee,v3_da_gemini_lee,azul,rojo,asesino,azul,5,0,0,20202
gemini_da_v1_lee,v3_da_gemini_lee,rojo,rojo,asesino,azul,8,0,0,20203
gemini_da_v1_lee,v3_da_gemini_lee,azul,azul,asesino,rojo,10,0,0,20204
gemini_da_v1_lee,v3_da_gemini_lee,rojo,rojo,completado,,11,0,0,20205
gemini_da_v1_lee,v3_da_gemini_lee,azul,rojo,completado,,8,0,0,20206
gemini_da_v1_lee,v3_da_gemini_lee,rojo,rojo,asesino,azul,8,0,0,20207
gemini_da_v1_lee,v3_da_gemini_lee,azul,azul,asesino,rojo,2,0,0,20208
gemini_da_v1_lee,v3_da_gemini_lee,rojo,rojo,asesino,azul,2,0,0,20209
gemini_da_v1_lee,v3_da_gemini_lee,azul,azul,asesino,rojo,2,0,0,20210
v1_da_gemini_lee,gemini_puro,rojo,rojo,completado,,11,0,0,20211
v1_da_gemini_lee,gemini_puro,azul,rojo,asesino,azul,5,0,0,20212
v1_da_gemini_lee,gemini_puro,rojo,azul,completado,,7,0,0,20213
v1_da_gemini_lee,gemini_puro,azul,azul,asesino,rojo,2,0,0,20214
v1_da_gemini_lee,gemini_puro,rojo,azul,asesino,rojo,5,0,0,20215
v1_da_gemini_lee,gemini_puro,azul,azul,completado,,7,0,0,20216
v1_da_gemini_lee,gemini_puro,rojo,azul,asesino,rojo,7,0,0,20217
v1_da_gemini_lee,gemini_puro,azul,azul,asesino,rojo,2,0,0,20218
v1_da_gemini_lee,gemini_puro,rojo,rojo,completado,,9,0,0,20219
v1_da_gemini_lee,gemini_puro,azul,azul,asesino,rojo,2,0,0,20220
v1_da_gemini_lee,v1_puro,rojo,azul,completado,,6,0,0,20221
v1_da_gemini_lee,v1_puro,azul,azul,completado,,5,0,1,20222
v1_da_gemini_lee,v1_puro,rojo,azul,completado,,6,0,0,20223
v1_da_gemini_lee,v1_puro,azul,azul,completado,,5,0,0,20224
v1_da_gemini_lee,v1_puro,rojo,azul,asesino,rojo,1,0,0,20225
v1_da_gemini_lee,v1_puro,azul,azul,completado,,7,0,0,20226
v1_da_gemini_lee,v1_puro,rojo,azul,completado,,8,0,1,20227
v1_da_gemini_lee,v1_puro,azul,azul,completado,,5,0,0,20228
v1_da_gemini_lee,v1_puro,rojo,azul,completado,,6,0,0,20229
v1_da_gemini_lee,v1_puro,azul,azul,completado,,5,0,0,20230
v1_da_gemini_lee,gemini_da_v1_lee,rojo,azul,completado,,8,0,0,20231
v1_da_gemini_lee,gemini_da_v1_lee,azul,rojo,completado,,6,0,0,20232
v1_da_gemini_lee,gemini_da_v1_lee,rojo,rojo,asesino,azul,6,0,0,20233
v1_da_gemini_lee,gemini_da_v1_lee,azul,azul,completado,,9,0,0,20234
v1_da_gemini_lee,gemini_da_v1_lee,rojo,rojo,completado,,9,0,0,20235
v1_da_gemini_lee,gemini_da_v1_lee,azul,rojo,asesino,azul,3,0,0,20236
v1_da_gemini_lee,gemini_da_v1_lee,rojo,azul,asesino,rojo,1,0,0,20237
v1_da_gemini_lee,gemini_da_v1_lee,azul,rojo,completado,,12,0,0,20238
v1_da_gemini_lee,gemini_da_v1_lee,rojo,azul,asesino,rojo,5,0,0,20239
v1_da_gemini_lee,gemini_da_v1_lee,azul,rojo,completado,,7,0,0,20240
v1_da_gemini_lee,v1_da_gemini_lee,rojo,rojo,completado,,7,0,0,20241
v1_da_gemini_lee,v1_da_gemini_lee,azul,azul,completado,,9,0,0,20242
v1_da_gemini_lee,v1_da_gemini_lee,rojo,rojo,asesino,azul,10,0,0,20243
v1_da_gemini_lee,v1_da_gemini_lee,azul,azul,asesino,rojo,2,0,0,20244
v1_da_gemini_lee,v1_da_gemini_lee,rojo,rojo,asesino,azul,8,0,0,20245
v1_da_gemini_lee,v1_da_gemini_lee,azul,rojo,asesino,azul,1,0,0,20246
v1_da_gemini_lee,v1_da_gemini_lee,rojo,azul,asesino,rojo,1,0,0,20247
v1_da_gemini_lee,v1_da_gemini_lee,azul,rojo,asesino,azul,3,0,0,20248
v1_da_gemini_lee,v1_da_gemini_lee,rojo,azul,completado,,8,0,0,20249
v1_da_gemini_lee,v1_da_gemini_lee,azul,rojo,asesino,azul,3,0,0,20250
v1_da_gemini_lee,v3_puro,rojo,azul,asesino,rojo,7,0,0,20251
v1_da_gemini_lee,v3_puro,azul,azul,completado,,7,0,0,20252
v1_da_gemini_lee,v3_puro,rojo,azul,completado,,6,0,0,20253
v1_da_gemini_lee,v3_puro,azul,azul,completado,,5,0,0,20254
v1_da_gemini_lee,v3_puro,rojo,azul,asesino,rojo,1,0,0,20255
v1_da_gemini_lee,v3_puro,azul,azul,completado,,5,0,0,20256
v1_da_gemini_lee,v3_puro,rojo,azul,completado,,6,0,0,20257
v1_da_gemini_lee,v3_puro,azul,azul,completado,,7,0,0,20258
v1_da_gemini_lee,v3_puro,rojo,azul,completado,,6,0,0,20259
v1_da_gemini_lee,v3_puro,azul,azul,completado,,7,0,0,20260
v1_da_gemini_lee,gemini_da_v3_lee,rojo,rojo,completado,,7,0,0,20261
v1_da_gemini_lee,gemini_da_v3_lee,azul,rojo,asesino,azul,3,0,0,20262
v1_da_gemini_lee,gemini_da_v3_lee,rojo,azul,completado,,9,0,0,20263
v1_da_gemini_lee,gemini_da_v3_lee,azul,rojo,asesino,azul,1,0,0,20264
v1_da_gemini_lee,gemini_da_v3_lee,rojo,azul,completado,,12,0,0,20265
v1_da_gemini_lee,gemini_da_v3_lee,azul,rojo,completado,,12,0,0,20266
v1_da_gemini_lee,gemini_da_v3_lee,rojo,azul,completado,,10,0,0,20267
v1_da_gemini_lee,gemini_da_v3_lee,azul,azul,asesino,rojo,12,0,0,20268
v1_da_gemini_lee,gemini_da_v3_lee,rojo,rojo,asesino,azul,8,0,0,20269
v1_da_gemini_lee,gemini_da_v3_lee,azul,azul,asesino,rojo,8,0,0,20270
v1_da_gemini_lee,v3_da_gemini_lee,rojo,azul,asesino,rojo,7,0,0,20271
v1_da_gemini_lee,v3_da_gemini_lee,azul,azul,asesino,rojo,8,0,0,20272
v1_da_gemini_lee,v3_da_gemini_lee,rojo,rojo,asesino,azul,4,0,0,20273
v1_da_gemini_lee,v3_da_gemini_lee,azul,rojo,asesino,azul,5,0,0,20274
v1_da_gemini_lee,v3_da_gemini_lee,rojo,azul,completado,,12,0,0,20275
v1_da_gemini_lee,v3_da_gemini_lee,azul,rojo,completado,,8,0,0,20276
v1_da_gemini_lee,v3_da_gemini_lee,rojo,azul,completado,,9,0,0,20277
v1_da_gemini_lee,v3_da_gemini_lee,azul,rojo,asesino,azul,1,0,0,20278
v1_da_gemini_lee,v3_da_gemini_lee,rojo,rojo,completado,,6,0,0,20279
v1_da_gemini_lee,v3_da_gemini_lee,azul,azul,completado,,7,0,0,20280
v3_puro,gemini_puro,rojo,rojo,completado,,7,0,0,20281
v3_puro,gemini_puro,azul,rojo,completado,,5,0,0,20282
v3_puro,gemini_puro,rojo,rojo,completado,,5,0,0,20283
v3_puro,gemini_puro,azul,rojo,completado,,7,0,0,20284
v3_puro,gemini_puro,rojo,rojo,completado,,5,0,0,20285
v3_puro,gemini_puro,azul,rojo,asesino,azul,5,0,0,20286
v3_puro,gemini_puro,rojo,rojo,completado,,5,0,0,20287
v3_puro,gemini_puro,azul,rojo,completado,,8,0,0,20288
v3_puro,gemini_puro,rojo,rojo,completado,,5,0,0,20289
v3_puro,gemini_puro,azul,rojo,completado,,6,0,0,20290
v3_puro,v1_puro,rojo,azul,completado,,6,0,0,20291
v3_puro,v1_puro,azul,azul,completado,,5,0,0,20292
v3_puro,v1_puro,rojo,rojo,completado,,5,0,0,20293
v3_puro,v1_puro,azul,azul,completado,,5,0,0,20294
v3_puro,v1_puro,rojo,rojo,completado,,5,0,0,20295
v3_puro,v1_puro,azul,azul,completado,,5,0,0,20296
v3_puro,v1_puro,rojo,azul,completado,,6,0,0,20297
v3_puro,v1_puro,azul,rojo,completado,,6,0,0,20298
v3_puro,v1_puro,rojo,azul,completado,,4,0,0,20299
v3_puro,v1_puro,azul,azul,completado,,5,0,0,20300
v3_puro,gemini_da_v1_lee,rojo,rojo,completado,,7,0,0,20301
v3_puro,gemini_da_v1_lee,azul,rojo,completado,,6,0,0,20302
v3_puro,gemini_da_v1_lee,rojo,rojo,completado,,5,0,0,20303
v3_puro,gemini_da_v1_lee,azul,rojo,completado,,6,0,0,20304
v3_puro,gemini_da_v1_lee,rojo,rojo,completado,,7,0,0,20305
v3_puro,gemini_da_v1_lee,azul,rojo,completado,,6,0,0,20306
v3_puro,gemini_da_v1_lee,rojo,rojo,completado,,6,0,0,20307
v3_puro,gemini_da_v1_lee,azul,rojo,completado,,6,0,0,20308
v3_puro,gemini_da_v1_lee,rojo,rojo,completado,,5,0,0,20309
v3_puro,gemini_da_v1_lee,azul,rojo,completado,,6,0,0,20310
v3_puro,v1_da_gemini_lee,rojo,rojo,completado,,5,0,0,20311
v3_puro,v1_da_gemini_lee,azul,rojo,completado,,6,0,0,20312
v3_puro,v1_da_gemini_lee,rojo,rojo,asesino,azul,6,0,0,20313
v3_puro,v1_da_gemini_lee,azul,rojo,completado,,6,0,0,20314
v3_puro,v1_da_gemini_lee,rojo,rojo,completado,,7,0,0,20315
v3_puro,v1_da_gemini_lee,azul,rojo,asesino,azul,1,0,0,20316
v3_puro,v1_da_gemini_lee,rojo,rojo,completado,,5,0,0,20317
v3_puro,v1_da_gemini_lee,azul,rojo,asesino,azul,5,0,0,20318
v3_puro,v1_da_gemini_lee,rojo,rojo,completado,,6,0,0,20319
v3_puro,v1_da_gemini_lee,azul,rojo,completado,,6,0,0,20320
v3_puro,v3_puro,rojo,azul,completado,,8,0,0,20321
v3_puro,v3_puro,azul,rojo,completado,,6,0,0,20322
v3_puro,v3_puro,rojo,rojo,completado,,7,0,0,20323
v3_puro,v3_puro,azul,azul,completado,,5,0,0,20324
v3_puro,v3_puro,rojo,azul,completado,,6,0,0,20325
v3_puro,v3_puro,azul,azul,completado,,5,0,0,20326
v3_puro,v3_puro,rojo,rojo,completado,,5,0,0,20327
v3_puro,v3_puro,azul,rojo,completado,,6,0,0,20328
v3_puro,v3_puro,rojo,rojo,completado,,5,0,0,20329
v3_puro,v3_puro,azul,rojo,completado,,4,0,0,20330
v3_puro,gemini_da_v3_lee,rojo,rojo,completado,,5,0,0,20331
v3_puro,gemini_da_v3_lee,azul,rojo,completado,,4,0,0,20332
v3_puro,gemini_da_v3_lee,rojo,rojo,completado,,5,0,0,20333
v3_puro,gemini_da_v3_lee,azul,rojo,completado,,5,0,0,20334
v3_puro,gemini_da_v3_lee,rojo,rojo,completado,,7,0,0,20335
v3_puro,gemini_da_v3_lee,azul,rojo,completado,,5,0,0,20336
v3_puro,gemini_da_v3_lee,rojo,rojo,completado,,7,0,0,20337
v3_puro,gemini_da_v3_lee,azul,rojo,completado,,6,0,0,20338
v3_puro,gemini_da_v3_lee,rojo,rojo,completado,,7,0,0,20339
v3_puro,gemini_da_v3_lee,azul,rojo,completado,,4,0,0,20340
v3_puro,v3_da_gemini_lee,rojo,rojo,asesino,azul,6,0,0,20341
v3_puro,v3_da_gemini_lee,azul,rojo,completado,,6,0,0,20342
v3_puro,v3_da_gemini_lee,rojo,rojo,completado,,5,0,0,20343
v3_puro,v3_da_gemini_lee,azul,rojo,completado,,4,0,0,20344
v3_puro,v3_da_gemini_lee,rojo,rojo,completado,,6,0,0,20345
v3_puro,v3_da_gemini_lee,azul,rojo,completado,,6,0,0,20346
v3_puro,v3_da_gemini_lee,rojo,rojo,completado,,7,0,0,20347
v3_puro,v3_da_gemini_lee,azul,rojo,completado,,6,0,0,20348
v3_puro,v3_da_gemini_lee,rojo,rojo,completado,,5,0,0,20349
v3_puro,v3_da_gemini_lee,azul,rojo,asesino,azul,5,0,0,20350
gemini_da_v3_lee,gemini_puro,rojo,azul,completado,,12,0,0,20351
